id,timestamp,film_title_en,film_title_romanji,film_title_original,year_released,director,production_studio,production_studio_gps,prefecture,film_location,latitude,longitude,researcher_source,release_date,country_of_production,topographical_targets,animated,budget,,,
6486,,,Kaze ni sakarau nagare-sha,????????,1961,,,,?????,???,34.683792,135.1880149,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6487,,,Kaze ni sakarau nagare-sha,????????,1961,,,,?????,???),33.559128,130.42699,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6488,,,Kaze ni sakarau nagare-sha,????????,1961,,,,?????,???????????,34.8079112,137.2576215,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6489,,,Kaze ni sakarau nagare-sha,????????,1961,,,,?????,,35.180188,136.906565,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6490,,,Kaze ni sakarau nagare-sha,????????,1961,,,,?????,???,32.7420847,129.8562222,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6491,,,Kaze ni sakarau nagare-sha,????????,1961,,,,?????,?????,35.449688,139.639803,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6492,,,Kaze ni sakarau nagare-sha,????????,1961,,,,?????,?????,35.3751259,139.2502815,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6493,,,Kaze no aru michi,?????,1959,,,,?????,????),35.6397181,139.8042761,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6494,,,Kaze no aru michi,?????,1959,,,,?????,?????????????,35.7485207,139.8032251,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6495,,,Kaze no aru michi,?????,1959,,,,?????,????,35.6721142,139.7708253,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6496,,,Kaze no aru michi,?????,1959,,,,?????,??????,35.6846219,139.5112905,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6497,,,Kaze no aru michi,?????,1959,,,,?????,??????,35.5554531,139.7543989,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6498,,,Kaze no aru michi,?????,1959,,,,?????,,35.021247,135.755597,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6499,,,Kaze no aru michi,?????,1959,,,,??????,??????,35.452579,139.6261483,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6500,,,Kaze no aru michi,?????,1959,,,,??????,,35.447507,139.642345,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6501,,,Kaze no aru michi,?????,1959,,,,??????,,35.447507,139.642345,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6502,,,Kaze no aru michi,?????,1959,,,,??????,?????,35.484223,139.672616,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6503,,,Kazaguruma no aru machi,??????,1966,,,,?????,??????),35.6392519,139.6325018,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6504,,,Kazaguruma no aru machi,??????,1966,,,,?????,?????,35.6894072,139.7003058,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6505,,,Kazaguruma no aru machi,??????,1966,,,,?????,????,33.9505767,130.9221007,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6506,,,Kazaguruma no aru machi,??????,1966,,,,?????,,34.185956,131.470649,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6507,,,Kazaguruma no aru machi,??????,1966,,,,?????,??,35.617031,140.141071,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6508,,,Kazaguruma no aru machi,??????,1966,,,,?????,?????????,43.159535,141.385193,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6509,,,Kazaguruma no aru machi,??????,1966,,,,?????,????,32.752376,129.870812,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6510,,,Kazaguruma no aru machi,??????,1966,,,,?????,?????,32.7420847,129.8562222,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6511,,,Kazaguruma no aru machi,??????,1966,,,,?????,?????,32.7340495,129.8690093,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6512,,,Kazaguruma no aru machi,??????,1966,,,,?????,??????,32.7383227,129.8729505,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6513,,,Kazaguruma no aru machi,??????,1966,,,,????,?????????,52.3105386,4.7682744,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6514,,,Kazaguruma no aru machi,??????,1966,,,,????,?????,52.4647281,5.1233134,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6515,,,Kazaguruma no aru machi,??????,1966,,,,????,,,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6516,,,Kazaguruma no aru machi,??????,1966,,,,????,???????,52.4968694,5.0727015,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6517,,,Kazaguruma no aru machi,??????,1966,,,,????,???????,52.2700188,4.5463893,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6518,,,Kazaguruma no aru machi,??????,1966,,,,????,????,52.0115205,4.7104633,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6519,,,Kazaguruma no aru machi,??????,1966,,,,????,????????,51.9962559,4.3758659,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6520,,,Kazaguruma no aru machi,??????,1966,,,,????,???,52.0704978,4.3006999,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6521,,,Kazaguruma no aru machi,??????,1966,,,,????,?????,44.6962905,-121.2304651,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6522,,,Kazaguruma no aru machi,??????,1966,,,,????,?????????,,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6523,,,Kazaguruma no aru machi,??????,1966,,,,????,?????,52.7978321,5.3235903,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6524,,,Kazaguruma no aru machi,??????,1966,,,,????,??????????,30.0394847,31.2888453,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6525,,Balloon,F?sen,??,1956,,,,?????,????),35.6902021,139.7164592,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6526,,Balloon,F?sen,??,1956,,,,?????,????,35.6811673,139.7670516,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6527,,Balloon,F?sen,??,1956,,,,?????,,35.021247,135.755597,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6528,,Balloon,F?sen,??,1956,,,,?????,??????????,34.976826,138.379821,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6529,,Balloon,F?sen,??,1956,,,,?????,??????,35.6680845,139.7605359,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6530,,Balloon,F?sen,??,1956,,,,?????,??????,35.6231898,139.604434,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6531,,Balloon,F?sen,??,1956,,,,?????,,35.021247,135.755597,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6532,,Balloon,F?sen,??,1956,,,,?????,???????,,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6533,,Balloon,F?sen,??,1956,,,,?????,,35.021247,135.755597,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6534,,Balloon,F?sen,??,1956,,,,?????,??????,35.3902394,134.2238819,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6535,,Balloon,F?sen,??,1956,,,,?????,,35.021247,135.755597,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6536,,Balloon,F?sen,??,1956,,,,?????,,35.021247,135.755597,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6537,,Balloon,F?sen,??,1956,,,,?????,?????,34.991184,135.8213432,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6538,,Balloon,F?sen,??,1956,,,,?????,?????????,35.001425,135.769386,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6539,,Balloon,F?sen,??,1956,,,,?????,??????????,,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6540,,Balloon,F?sen,??,1956,,,,?????,????,35.0159823,135.7824263,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6541,,Balloon,F?sen,??,1956,,,,?????,????,34.995567,135.7669271,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6542,,Balloon,F?sen,??,1956,,,,?????,???,34.9948561,135.7850463,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6543,,Balloon,F?sen,??,1956,,,,?????,?????,34.9899887,135.773116,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6544,,Balloon,F?sen,??,1956,,,,?????,???????,35.0437249,135.7961294,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6545,,Balloon,F?sen,??,1956,,,,?????,???,35.723884,139.802077,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6546,,,F?soku 40 amerika,?????,1958,,,,?????,??????),35.5554531,139.7543989,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6547,,,F?soku 40 amerika,?????,1958,,,,?????,??????,35.6938401,139.7035494,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6548,,,F?soku 40 amerika,?????,1958,,,,?????,??????,35.6881542,139.7888463,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6549,,,F?soku 40 amerika,?????,1958,,,,??????,???????,,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6550,,,F?soku 40 amerika,?????,1958,,,,?????,,36.651299,138.180956,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6551,,,Fukush? wa dare ga yaru,???????,1957,,,,?????,??????????????????,,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6552,,,Fukush? wa dare ga yaru,???????,1957,,,,?????,,36.565725,139.883565,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6553,,,Fukush? wa dare ga yaru,???????,1957,,,,?????,??????,36.883804,139.986364,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6554,,,Wakare no t?dai,?????,1958,,,,?????,?????,,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6555,,,Wakare no t?dai,?????,1958,,,,?????,,35.689487,139.691706,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6556,,,Wakare no t?dai,?????,1958,,,,?????,???,39.32581,141.539441,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6557,,,Haha ~achan,?????,1958,,,,?????,,35.689487,139.691706,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6558,,,Haha ~achan,?????,1958,,,,?????,???????,,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6559,,,Haha naki ko,????,1955,,,,?????,,39.703619,141.152684,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6560,,,Haha naki ko,????,1955,,,,?????,??????????,,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6561,,,Haha naki ko,????,1955,,,,?????,,35.021247,135.755597,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6562,,,Haha naki ko,????,1955,,,,?????,?????????,,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6563,,,Haha naki ko,????,1955,,,,?????,,35.021247,135.755597,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6564,,,Haha naki ko,????,1955,,,,??????,?????,35.5084037,139.6825397,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6565,,,Haha naki ko,????,1955,,,,??????,,35.447507,139.642345,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6566,,,Haha naki ko,????,1955,,,,??????,,35.447507,139.642345,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6567,,,Haha naki ko,????,1955,,,,??????,???,35.5145058,139.617206,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6568,,,Haha naki ko,????,1955,,,,??????,???,,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6569,,,Haha naki ko,????,1955,,,,?????,???,35.9372328,140.5495765,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6570,,,Haha naki ko,????,1955,,,,?????,????,34.9850093,135.8085003,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6571,,,Haha naki ko,????,1955,,,,?????,?????,,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6572,,,Haha naki ko,????,1955,,,,?????,???,37.07132,139.2458,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6573,,,Haha naki ko,????,1955,,,,?????,??,,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6574,,,Haha naki ko,????,1955,,,,?????,????,33.4375006,133.4303527,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6575,,,Haha naki ko,????,1955,,,,?????,????,34.6873153,135.5262013,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6576,,,Haha naki ko,????,1955,,,,?????,???????,34.6478416,135.5132226,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6577,,,Haha naki ko,????,1955,,,,?????,???,43.7703883,142.3667271,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6578,,,Haha naki ko,????,1955,,,,?????,????????,35.6284713,139.7387597,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6579,,,H?r? no uta,?????,1966,,,,?????,????????,34.7533907,139.401801,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6580,,,H?r? no uta,?????,1966,,,,?????,,35.021247,135.755597,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6581,,,H?r? no uta,?????,1966,,,,?????,???????,34.7273814,139.3946214,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6582,,,H?r? no uta,?????,1966,,,,?????,?????,34.7824742,139.3634056,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6583,,,H?r? no uta,?????,1966,,,,??????,?????,35.4522352,139.6787832,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6584,,,Botchan kisha,???????,1955,,,,?????,?????????),35.6871845,139.7644996,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6585,,,Botchan kisha,???????,1955,,,,?????,??????,35.547856,139.734492,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6586,,,Botchan kisha,???????,1955,,,,?????,?????,43.1790213,141.8194352,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6587,,,Botchan kisha,???????,1955,,,,?????,,35.021247,135.755597,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6588,,,Botchan kisha,???????,1955,,,,?????,?????,,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6589,,,Botchan kisha,???????,1955,,,,?????,??????,,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6590,,,Botchan kisha,???????,1955,,,,?????,,35.021247,135.755597,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6591,,,Wasureru mono ka,??????,1968,,,,?????,????,34.985849,135.7587667,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6592,,,Wasureru mono ka,??????,1968,,,,?????,,35.021247,135.755597,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6593,,,Wasureru mono ka,??????,1968,,,,?????,??????,34.9963803,135.7601362,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6594,,,Wasureru mono ka,??????,1968,,,,?????,???,34.9948561,135.7850463,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6595,,,Wasureru mono ka,??????,1968,,,,?????,????,35.0014791,135.7824822,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6596,,,Wasureru mono ka,??????,1968,,,,?????,???,35.0145002,135.6774377,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6597,,,Wasureru mono ka,??????,1968,,,,?????,???,35.0113787,135.7937641,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6598,,,Wasureru mono ka,??????,1968,,,,?????,??????,,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6599,,,Wasureru mono ka,??????,1968,,,,?????,????,43.061889,141.327248,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6600,,,Wasureru mono ka,??????,1968,,,,?????,???,34.9963442,135.7808771,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6601,,,Wasureru mono ka,??????,1968,,,,?????,?????,35.026772,135.664512,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6602,,,Wasureru mono ka,??????,1968,,,,?????,??,34.9340787,135.0711695,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6603,,,Wasureru mono ka,??????,1968,,,,?????,??????????,35.065181,135.808464,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6604,,,Wasureru mono ka,??????,1968,,,,?????,??????????????,,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6605,,,Wasureru mono ka,??????,1968,,,,?????,??????,34.7618339,135.2401033,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6606,,,Wasureenu hito (daiichibu),??????????,1958,,,,?????,????,35.6811673,139.7670516,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6607,,,Wasureenu hito,?????,1958,,,,?????,,35.021247,135.755597,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6608,,,Wasureenu hito,?????,1958,,,,?????,???),35.6921413,139.7712247,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6609,,,Wasureenu hito,?????,1958,,,,?????,????,35.6792501,139.7168982,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6610,,,Wasureenu hito,?????,1958,,,,?????,??????(,35.5554531,139.7543989,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6611,,,Wasureenu hito,?????,1958,,,,?????,???????),42.8109474,141.653206,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6612,,,Wasureenu hito,?????,1958,,,,?????,?????,43.2191749,140.960407,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6613,,,Wasureenu hito,?????,1958,,,,?????,,43.220327,142.863474,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6614,,,Wasureenu hito,?????,1958,,,,?????,???,43.1976982,140.9936905,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6615,,,Wasureenu hito,?????,1958,,,,?????,???????,43.190843,141.018799,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6616,,,Wasureenu hito,?????,1958,,,,?????,?????????,,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6617,,,Wasureenu hito,?????,1958,,,,?????,???,35.5741376,139.5297239,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6618,,,Wasureenu hito,?????,1958,,,,?????,,43.220327,142.863474,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6619,,,Wasureenu hito,?????,1958,,,,?????,?????????,43.0821342,141.3402688,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6620,,,Wasureenu hito,?????,1958,,,,?????,????????,,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6621,,,Wasureenu hito,?????,1958,,,,?????,??????,43.14098,141.521679,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6622,,,Wasureenu hito (dainibu) (zoku wasureenu hito),???????????? ??????,1958,,,,?????,?????,43.1976982,140.9936905,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6623,,,Wasureenu hito (dainibu) (zoku wasureenu hito),???????????? ??????,1958,,,,?????,????,35.6721142,139.7708253,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6624,,,B?ryokudan norikomi,??? ????,1971,,,,??????,,34.185956,131.470649,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6625,,,B?ky? no umi,????,1962,,,,?????,???????????),35.593707,139.744775,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6626,,,B?ky? no umi,????,1962,,,,?????,????,35.6617773,139.7040506,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6627,,,B?ky? no umi,????,1962,,,,?????,??????,34.8910398,139.1391825,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6628,,,Kitaguni no machi,????,1965,,,,?????,???,36.932385,138.387799,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6629,,,Kitaguni no machi,????,1965,,,,?????,,36.651299,138.180956,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6630,,,Kitaguni no machi,????,1965,,,,?????,?????),36.1400419,137.263259,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6631,,,Kitaguni no machi,????,1965,,,,?????,????????,36.7163627,138.488873,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6632,,,Kitaguni no machi,????,1965,,,,?????,,37.902552,139.023095,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6633,,,Kitaguni no ryoj?,?????,1967,,,,?????,,36.651299,138.180956,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6634,,,Kitaguni no ryoj?,?????,1967,,,,?????,,36.651299,138.180956,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6635,,,Kitaguni no ryoj?,?????,1967,,,,??????,?????),39.8050913,140.7797083,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6636,,,Kitaguni no ryoj?,?????,1967,,,,??????,????,31.583333,130.65,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6637,,,Kitagamiyakyoku,????,1961,,,,?????,?????,39.7018784,141.1363,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6638,,,Kitagamiyakyoku,????,1961,,,,?????,,39.703619,141.152684,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6639,,,Kitagamiyakyoku,????,1961,,,,?????,??????,39.6999503,141.150112,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
6640,,,Kitagamiyakyoku,????,1961,,,,?????,?????????,,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
